fdc_id,food_name,food_group,calcium_mg,carbohydrate_g,cholesterol_mg,choline_mg,copper_mg,energy_kcal,saturated_fat_g,trans_fat_g,fiber_g,fluoride_mg,folate_mg,iron_mg,magnesium_mg,manganese_mg,vitamin_b3_niacin_mg,vitamin_b5_pantothenic_acid_mg,phosphorus_mg,potassium_mg,protein_g,vitamin_b2_riboflavin_mg,selenium_mg,sodium_mg,sugar_g,vitamin_b1_thiamin_mg,fat_g,vitamin_a_rae_mg,vitamin_b12_mg,vitamin_b6_mg,vitamin_c_mg,vitamin_d_mg,vitamin_e_mg,vitamin_k_mg,water_g,zinc_mg,consumption_label,cuisine_label,suitable_for_cvd_cholesterol,food_name_original,cuisine
168438,Raw Mustard Spinach,Vegetables and Vegetable Products,210.0,3.9,0.0,0.0,0.075,22.0,0.015,0.0,2.8,0.0,0.159,1.5,11.0,0.407,0.678,0.178,28.0,449.0,2.2,0.093,0.0008,21.0,0.0,0.068,0.3,0.495,0.0,0.153,130.0,0.0,0.0,0.0,92.2,0.17,Side Dish,Generic,True,"Mustard spinach, (tendergreen), raw",Generic
168439,Cooked Mustard Spinach,Vegetables and Vegetable Products,158.0,2.8,0.0,0.0,0.05,16.0,0.0,0.0,2.0,0.0,0.073,0.8,7.0,0.27,0.43,0.119,18.0,285.0,1.7,0.062,0.0006,14.0,0.0,0.041,0.2,0.41,0.0,0.097,65.0,0.0,0.0,0.0,94.5,0.11,Side Dish,Generic,True,"Mustard spinach, (tendergreen), cooked, boiled, drained, without salt",Generic
168440,Raw New Zealand Spinach,Vegetables and Vegetable Products,58.0,2.5,0.0,0.0,0.093,14.0,0.032,0.0,1.5,0.0,0.015,0.8,39.0,0.639,0.5,0.312,28.0,130.0,1.5,0.13,0.0007,130.0,0.29,0.04,0.2,0.0,0.0,0.304,30.0,0.0,1.42,0.337,94.0,0.38,Side Dish,Generic,True,"New Zealand spinach, raw",Generic
168441,Cooked New Zealand Spinach,Vegetables and Vegetable Products,48.0,2.13,0.0,0.0,0.077,12.0,0.027,0.0,1.4,0.0,0.008,0.66,32.0,0.526,0.39,0.256,22.0,102.0,1.3,0.107,0.0009,107.0,0.25,0.03,0.17,0.0,0.0,0.237,16.0,0.0,1.23,0.292,94.8,0.31,Side Dish,Generic,True,"New Zealand spinach, cooked, boiled, drained, without salt",Generic
168444,Frozen Steak Fries,Vegetables and Vegetable Products,9.0,23.51,0.0,0.0,0.092,130.0,0.688,0.0,1.9,0.0,0.0,0.65,21.0,0.161,2.005,0.473,78.0,400.0,2.19,0.072,0.0004,317.0,0.2,0.098,3.39,0.0,0.0,0.168,18.4,0.0,0.08,0.0018,69.29,0.36,Snack,Generic,True,"Potatoes, french fried, steak fries, salt added in processing, frozen, as purchased",Generic
168445,Steak Fries,Vegetables and Vegetable Products,10.0,26.98,0.0,0.0,0.095,148.0,0.737,0.0,2.6,0.0,0.0,0.64,23.0,0.189,2.24,0.522,90.0,459.0,2.57,0.029,0.0,373.0,0.25,0.132,3.76,0.0,0.0,0.192,14.0,0.0,0.08,0.0023,64.85,0.41,Snack,Generic,True,"Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated",Generic
168447,Cooked Pumpkin Leaves,Vegetables and Vegetable Products,43.0,3.39,0.0,21.0,0.133,21.0,0.114,0.0,2.7,0.0,0.025,3.2,38.0,0.355,0.85,0.042,79.0,438.0,2.72,0.136,0.0009,8.0,0.69,0.068,0.22,0.08,0.0,0.196,1.0,0.0,0.96,0.108,92.51,0.2,Side Dish,Generic,True,"Pumpkin leaves, cooked, boiled, drained, without salt",Asian
168449,Boiled Pumpkin,Vegetables and Vegetable Products,15.0,4.9,0.0,6.2,0.091,20.0,0.037,0.0,1.1,0.0,0.009,0.57,9.0,0.089,0.413,0.201,30.0,230.0,0.72,0.078,0.0002,1.0,2.08,0.031,0.07,0.288,0.0,0.044,4.7,0.0,0.8,0.0008,93.69,0.23,Side Dish,Generic,True,"Pumpkin, cooked, boiled, drained, without salt",Generic
168450,Canned Pumpkin,Vegetables and Vegetable Products,26.0,8.09,0.0,9.8,0.107,34.0,0.146,0.0,2.9,0.0,0.012,1.39,23.0,0.149,0.367,0.4,35.0,206.0,1.1,0.054,0.0004,5.0,3.3,0.024,0.28,0.778,0.0,0.056,4.2,0.0,1.06,0.016,89.97,0.17,Side Dish,Generic,True,"Pumpkin, canned, without salt",Generic
168451,Oriental Radishes,Vegetables and Vegetable Products,27.0,4.1,0.0,7.3,0.115,18.0,0.03,0.0,1.6,0.0,0.028,0.4,16.0,0.038,0.2,0.138,23.0,227.0,0.6,0.02,0.0007,21.0,2.5,0.02,0.1,0.0,0.0,0.046,22.0,0.0,0.0,0.0003,94.62,0.15,Side Dish,Generic,True,"Radishes, oriental, raw",Asian
168452,Oriental Radishes,Vegetables and Vegetable Products,17.0,3.43,0.0,6.8,0.101,17.0,0.073,0.0,1.6,0.0,0.017,0.15,9.0,0.033,0.15,0.114,24.0,285.0,0.67,0.023,0.0007,13.0,1.83,0.0,0.24,0.0,0.0,0.038,15.1,0.0,0.0,0.0003,95.04,0.13,Side Dish,Generic,True,"Radishes, oriental, cooked, boiled, drained, without salt",Asian
168455,Rutabagas,Vegetables and Vegetable Products,18.0,6.84,0.0,15.2,0.029,30.0,0.029,0.0,1.8,0.0,0.015,0.18,10.0,0.097,0.715,0.155,41.0,216.0,0.93,0.041,0.0007,5.0,3.95,0.082,0.18,0.0,0.0,0.102,18.8,0.0,0.24,0.0002,91.54,0.12,Side Dish,Generic,True,"Rutabagas, cooked, boiled, drained, without salt",Generic
168460,Cooked Sprouted Soybeans,Vegetables and Vegetable Products,59.0,6.53,0.0,41.2,0.33,81.0,0.617,0.0,0.8,0.0,0.08,1.31,60.0,0.71,1.092,0.743,135.0,355.0,8.47,0.053,0.0006,10.0,0.52,0.205,4.45,0.002,0.0,0.105,8.3,0.0,0.21,0.0706,79.45,1.04,Side Dish,Generic,True,"Soybeans, mature seeds, sprouted, cooked, steamed",Asian
168461,Stir-Fried Sprouted Soybeans,Vegetables and Vegetable Products,82.0,9.4,0.0,0.0,0.527,125.0,0.985,0.0,0.8,0.0,0.127,0.4,96.0,1.133,1.1,1.186,216.0,567.0,13.1,0.19,0.0006,14.0,0.0,0.42,7.1,0.001,0.0,0.168,12.0,0.0,0.0,0.0,67.2,2.1,Side Dish,Generic,True,"Soybeans, mature seeds, sprouted, cooked, stir-fried",Asian
168462,Fresh Spinach,Vegetables and Vegetable Products,99.0,3.63,0.0,19.3,0.13,23.0,0.063,0.0,2.2,0.0,0.194,2.71,79.0,0.897,0.724,0.065,49.0,558.0,2.86,0.189,0.001,79.0,0.42,0.078,0.39,0.469,0.0,0.195,28.1,0.0,2.03,0.4829,91.4,0.53,Side Dish,Generic,True,"Spinach, raw",Generic
168463,Boiled Spinach,Vegetables and Vegetable Products,136.0,3.75,0.0,19.7,0.174,23.0,0.043,0.0,2.4,0.0378,0.146,3.57,87.0,0.935,0.49,0.145,56.0,466.0,2.97,0.236,0.0015,70.0,0.43,0.095,0.26,0.524,0.0,0.242,9.8,0.0,2.08,0.4936,91.21,0.76,Side Dish,Generic,True,"Spinach, cooked, boiled, drained, without salt",Generic
168465,Cooked Summer Squash,Vegetables and Vegetable Products,22.0,3.79,0.0,7.9,0.065,19.0,0.064,0.0,1.1,0.0,0.023,0.37,16.0,0.157,0.507,0.323,29.0,177.0,1.04,0.025,0.0002,1.0,2.48,0.043,0.39,0.056,0.0,0.078,11.6,0.0,0.12,0.0044,94.25,0.22,Side Dish,Generic,True,"Squash, summer, crookneck and straightneck, cooked, boiled, drained, without salt",Generic
168466,Canned Crookneck Squash,Vegetables and Vegetable Products,12.0,2.96,0.0,4.9,0.08,13.0,0.015,0.0,1.4,0.0,0.01,0.71,13.0,0.097,0.418,0.048,21.0,96.0,0.61,0.027,0.0002,5.0,1.19,0.016,0.07,0.005,0.0,0.042,2.7,0.0,0.12,0.0028,96.04,0.29,Side Dish,Generic,True,"Squash, summer, crookneck and straightneck, canned, drained, solid, without salt",Generic
168468,Cooked Summer Squash,Vegetables and Vegetable Products,20.0,5.54,0.0,9.7,0.073,25.0,0.04,0.0,1.4,0.0,0.013,0.52,27.0,0.263,0.44,0.102,41.0,253.0,1.28,0.047,0.0003,6.0,2.33,0.036,0.2,0.01,0.0,0.099,6.8,0.0,0.15,0.0054,92.24,0.34,Side Dish,Generic,True,"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt",Generic
168470,Cooked Zucchini,Vegetables and Vegetable Products,17.0,3.56,0.0,9.4,0.047,17.0,0.027,0.0,1.3,0.0,0.008,0.48,13.0,0.23,0.386,0.265,25.0,194.0,1.15,0.04,0.0002,2.0,1.69,0.041,0.13,0.009,0.0,0.045,3.7,0.0,0.12,0.0042,94.74,0.2,Side Dish,Generic,True,"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt",Generic
168471,Canned Italian Zucchini,Vegetables and Vegetable Products,17.0,6.85,0.0,0.0,0.098,29.0,0.023,0.0,0.0,0.0,0.03,0.68,14.0,0.24,0.528,0.274,29.0,274.0,1.03,0.04,0.0004,374.0,0.0,0.042,0.11,0.027,0.0,0.152,2.3,0.0,0.0,0.0,90.61,0.26,Side Dish,Generic,True,"Squash, summer, zucchini, italian style, canned",Generic
168474,Boiled Butternut Squash,Vegetables and Vegetable Products,19.0,10.05,0.0,0.0,0.036,39.0,0.014,0.0,0.0,0.0,0.016,0.58,9.0,0.173,0.464,0.154,14.0,133.0,1.23,0.039,0.0005,2.0,0.0,0.05,0.07,0.167,0.0,0.069,3.5,0.0,0.0,0.0,87.8,0.12,Side Dish,Generic,True,"Squash, winter, butternut, frozen, cooked, boiled, without salt",Generic
168476,Baked Hubbard Squash,Vegetables and Vegetable Products,17.0,10.81,0.0,14.6,0.045,50.0,0.128,0.0,4.9,0.0,0.016,0.47,22.0,0.17,0.558,0.447,23.0,358.0,2.48,0.047,0.0006,8.0,4.9,0.074,0.62,0.335,0.0,0.172,9.5,0.0,0.2,0.0016,85.1,0.15,Side Dish,Generic,True,"Squash, winter, hubbard, baked, without salt",Generic
168477,Succotash,Vegetables and Vegetable Products,17.0,24.38,0.0,0.0,0.179,115.0,0.148,0.0,4.5,0.0,0.033,1.52,53.0,0.769,1.327,0.567,117.0,410.0,5.07,0.096,0.0006,17.0,0.0,0.168,0.8,0.015,0.0,0.116,8.2,0.0,0.0,0.0,68.37,0.63,Side Dish,Generic,True,"Succotash, (corn and limas), cooked, boiled, drained, without salt",Generic
168478,Creamy Succotash,Vegetables and Vegetable Products,11.0,17.61,0.0,0.0,0.178,77.0,0.101,0.0,3.0,0.0,0.044,0.55,1.0,0.645,0.607,0.218,59.0,183.0,2.64,0.065,0.0006,245.0,0.0,0.027,0.54,0.007,0.0,0.128,6.4,0.0,0.0,0.0,78.17,0.43,Side Dish,Generic,True,"Succotash, (corn and limas), canned, with cream style corn",Generic
168479,Succotash,Vegetables and Vegetable Products,11.0,13.98,0.0,0.0,0.109,63.0,0.092,0.0,2.6,0.0,0.032,0.53,19.0,0.366,0.64,0.309,55.0,163.0,2.6,0.058,0.0006,221.0,0.0,0.029,0.49,0.007,0.0,0.049,4.6,0.0,0.0,0.0,81.96,0.5,Side Dish,Generic,True,"Succotash, (corn and limas), canned, with whole kernel corn, solids and liquids",Generic
168481,Frozen Cooked Succotash,Vegetables and Vegetable Products,15.0,19.95,0.0,29.1,0.06,93.0,0.166,0.0,4.1,0.0,0.033,0.89,23.0,0.28,1.306,0.232,70.0,265.0,4.31,0.068,0.0006,45.0,2.21,0.074,0.89,0.01,0.0,0.095,5.9,0.0,0.18,0.0027,74.1,0.45,Side Dish,Generic,True,"Succotash, (corn and limas), frozen, cooked, boiled, drained, without salt",Generic
168483,Baked Sweet Potato,Vegetables and Vegetable Products,38.0,20.71,0.0,13.1,0.161,90.0,0.052,0.0,3.3,0.0,0.006,0.69,27.0,0.497,1.487,0.884,54.0,475.0,2.01,0.106,0.0002,36.0,6.48,0.107,0.15,0.961,0.0,0.286,19.6,0.0,0.71,0.0023,75.78,0.32,Side Dish,Generic,True,"Sweet potato, cooked, baked in skin, flesh, without salt",Generic
168484,Boiled Sweet Potatoes,Vegetables and Vegetable Products,27.0,17.72,0.0,10.8,0.094,76.0,0.031,0.0,2.5,0.0,0.006,0.72,18.0,0.266,0.538,0.581,32.0,230.0,1.37,0.047,0.0002,27.0,5.74,0.056,0.14,0.787,0.0,0.165,12.8,0.0,0.94,0.0021,80.13,0.2,Side Dish,Generic,True,"Sweet potato, cooked, boiled, without skin",Generic
168485,Canned Sweet Potatoes,Vegetables and Vegetable Products,22.0,21.12,0.0,13.0,0.139,91.0,0.041,0.0,1.8,0.0,0.017,0.89,22.0,0.455,0.741,0.523,49.0,312.0,1.65,0.057,0.0007,53.0,5.0,0.037,0.2,0.399,0.0,0.19,26.4,0.0,1.0,0.0022,76.03,0.18,Side Dish,Generic,True,"Sweet potato, canned, vacuum pack",Generic
168486,Cooked Taro,Vegetables and Vegetable Products,18.0,34.6,0.0,21.3,0.201,142.0,0.023,0.0,5.1,0.0,0.019,0.72,30.0,0.449,0.51,0.336,76.0,484.0,0.52,0.028,0.0009,15.0,0.49,0.107,0.11,0.004,0.0,0.331,5.0,0.0,2.93,0.0012,63.8,0.27,Side Dish,Generic,True,"Taro, cooked, without salt",Asian
168488,Steamed Taro Leaves,Vegetables and Vegetable Products,86.0,4.02,0.0,21.0,0.14,24.0,0.083,0.0,2.0,0.0,0.048,1.18,20.0,0.371,1.267,0.044,27.0,460.0,2.72,0.38,0.0009,2.0,0.0,0.139,0.41,0.212,0.0,0.072,35.5,0.0,0.0,0.0,92.15,0.21,Side Dish,Generic,True,"Taro leaves, cooked, steamed, without salt",Asian
168492,Cooked Amaranth Leaves,Vegetables and Vegetable Products,209.0,4.11,0.0,0.0,0.158,21.0,0.05,0.0,0.0,0.0,0.057,2.26,55.0,0.861,0.559,0.062,72.0,641.0,2.11,0.134,0.0009,257.0,0.0,0.02,0.18,0.139,0.0,0.177,41.1,0.0,0.0,0.0,91.49,0.88,Side Dish,Generic,True,"Amaranth leaves, cooked, boiled, drained, with salt",Asian
168493,Boiled Safflower Seeds,Vegetables and Vegetable Products,7.0,16.14,0.0,0.0,0.135,78.0,0.0,0.0,0.0,0.0,0.009,1.21,49.0,0.285,1.16,0.449,197.0,881.0,4.49,0.06,0.0006,254.0,0.0,0.144,0.1,0.0,0.0,0.206,0.3,0.0,0.0,0.0,77.08,0.22,Side Dish,Generic,True,"Arrowhead, cooked, boiled, drained, with salt",Generic
168494,Cooked Asparagus,Vegetables and Vegetable Products,18.0,1.92,0.0,20.9,0.105,18.0,0.096,0.0,1.6,0.0,0.135,0.56,10.0,0.14,1.038,0.158,49.0,172.0,2.95,0.103,0.0039,240.0,0.32,0.065,0.42,0.04,0.0,0.02,24.4,0.0,1.2,0.08,94.1,0.41,Side Dish,Generic,True,"Asparagus, frozen, cooked, boiled, drained, with salt",Generic
168495,Bitter Gourd Tips,Vegetables and Vegetable Products,42.0,6.16,0.0,21.0,0.201,32.0,0.0,0.0,1.9,0.0,0.088,1.02,94.0,0.536,0.995,0.06,77.0,602.0,3.6,0.282,0.0009,249.0,1.04,0.147,0.2,0.121,0.0,0.76,55.6,0.0,1.45,0.1631,88.69,0.3,Side Dish,Generic,True,"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with salt",Asian
168496,Cooked Bitter Gourd,Vegetables and Vegetable Products,9.0,4.32,0.0,10.8,0.033,19.0,0.0,0.0,2.0,0.0,0.051,0.38,16.0,0.086,0.28,0.193,36.0,319.0,0.84,0.053,0.0002,242.0,1.95,0.051,0.18,0.006,0.0,0.041,33.0,0.0,0.14,0.0048,93.95,0.77,Side Dish,Generic,True,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",Asian
168497,Salted cooked bamboo shoots,Vegetables and Vegetable Products,12.0,1.52,0.0,0.0,0.082,11.0,0.051,0.0,1.0,0.0,0.002,0.24,3.0,0.113,0.3,0.066,20.0,533.0,1.53,0.05,0.0004,240.0,0.0,0.02,0.22,0.0,0.0,0.098,0.0,0.0,0.0,0.0,95.92,0.47,Side Dish,Generic,True,"Bamboo shoots, cooked, boiled, drained, with salt",Asian
168498,Fordhook Lima Beans,Vegetables and Vegetable Products,30.0,19.32,0.0,36.3,0.17,103.0,0.077,0.0,5.3,0.0,0.021,1.82,42.0,0.648,1.069,0.163,97.0,304.0,6.07,0.061,0.0006,289.0,1.34,0.074,0.34,0.01,0.0,0.122,12.8,0.0,0.29,0.0,72.98,0.74,Side Dish,Generic,True,"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, with salt",Generic
168499,Cooked Mung Beans,Vegetables and Vegetable Products,12.0,3.6,0.0,9.9,0.122,19.0,0.025,0.0,0.8,0.0,0.029,0.65,14.0,0.14,0.817,0.243,28.0,101.0,2.03,0.102,0.0006,246.0,2.84,0.05,0.09,0.001,0.0,0.054,11.4,0.0,0.07,0.0227,93.39,0.47,Side Dish,Generic,True,"Mung beans, mature seeds, sprouted, cooked, boiled, drained, with salt",Asian
168500,Cooked Sprouted Navy Beans,Vegetables and Vegetable Products,16.0,15.01,0.0,0.0,0.389,78.0,0.098,0.0,0.0,0.0,0.106,2.11,111.0,0.446,1.263,0.854,103.0,317.0,7.07,0.235,0.0006,250.0,0.0,0.381,0.81,0.0,0.0,0.198,17.3,0.0,0.0,0.0,76.02,0.97,Side Dish,Generic,True,"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, with salt",Generic
168501,Cooked Pinto Beans,Vegetables and Vegetable Products,52.0,30.87,0.0,0.0,0.088,162.0,0.058,0.0,5.4,0.0,0.034,2.71,54.0,0.493,0.632,0.258,100.0,646.0,9.31,0.108,0.0014,319.0,0.0,0.274,0.48,0.0,0.0,0.194,0.7,0.0,0.0,0.0,58.01,0.69,Main Course,Generic,True,"Beans, pinto, immature seeds, frozen, cooked, boiled, drained, with salt",Generic
168502,Canned No-Salt Green Beans,Vegetables and Vegetable Products,24.0,3.5,0.0,0.0,0.07,15.0,0.023,0.0,1.5,0.0,0.018,0.9,13.0,0.335,0.2,0.106,19.0,92.0,0.8,0.051,0.0002,14.0,0.0,0.025,0.1,0.016,0.0,0.03,3.4,0.0,0.14,0.0,94.68,0.2,Side Dish,Generic,True,"Beans, snap, green, canned, no salt added, solids and liquids",Generic
168503,Canned Yellow Snap Beans,Vegetables and Vegetable Products,24.0,3.5,0.0,11.8,0.07,15.0,0.023,0.0,1.5,0.0,0.018,0.9,13.0,0.335,0.2,0.106,19.0,98.0,0.8,0.051,0.0002,259.0,0.62,0.025,0.1,0.004,0.0,0.03,3.4,0.0,0.03,0.0312,94.68,0.2,Side Dish,Generic,True,"Beans, snap, yellow, canned, regular pack, solids and liquids",Generic
168504,Yellow Snap Beans,Vegetables and Vegetable Products,24.0,3.5,0.0,8.3,0.07,15.0,0.023,0.0,1.5,0.0,0.018,0.9,13.0,0.335,0.2,0.106,19.0,98.0,0.8,0.051,0.0002,14.0,0.62,0.025,0.1,0.004,0.0,0.03,4.0,0.0,0.23,0.0312,94.68,0.2,Side Dish,Generic,True,"Beans, snap, yellow, canned, no salt added, solids and liquids",Generic
168505,Canned Green Snap Beans,Vegetables and Vegetable Products,38.0,4.32,0.0,14.7,0.034,22.0,0.103,0.0,1.9,0.0,0.028,1.06,13.0,0.163,0.206,0.2,20.0,96.0,1.12,0.046,0.0004,2.0,0.78,0.016,0.46,0.018,0.0,0.03,2.8,0.0,0.03,0.0389,93.38,0.2,Side Dish,Generic,True,"Beans, snap, green, canned, no salt added, drained solids",Generic
168506,Salted Cooked Beets,Vegetables and Vegetable Products,16.0,9.96,0.0,6.3,0.074,44.0,0.028,0.0,2.0,0.0,0.08,0.79,23.0,0.326,0.331,0.145,38.0,305.0,1.68,0.04,0.0007,285.0,7.96,0.027,0.18,0.002,0.0,0.067,3.6,0.0,0.04,0.0002,87.06,0.35,Side Dish,Generic,True,"Beets, cooked, boiled. drained, with salt",Generic
168507,Canned Beets,Vegetables and Vegetable Products,13.0,6.57,0.0,6.9,0.097,28.0,0.011,0.0,1.2,0.0,0.029,0.63,16.0,0.241,0.151,0.15,16.0,142.0,0.8,0.038,0.0005,21.0,5.38,0.01,0.07,0.001,0.0,0.055,2.8,0.0,0.03,0.0001,91.62,0.23,Side Dish,Generic,True,"Beets, canned, no salt added, solids and liquids",Generic
168508,Cooked Beet Greens,Vegetables and Vegetable Products,114.0,5.46,0.0,42.5,0.251,27.0,0.031,0.0,2.9,0.0,0.014,1.9,68.0,0.514,0.499,0.329,41.0,909.0,2.57,0.289,0.0009,477.0,0.6,0.117,0.2,0.383,0.0,0.132,24.9,0.0,1.81,0.484,89.13,0.5,Side Dish,Generic,True,"Beet greens, cooked, boiled, drained, with salt",Generic
168509,Cooked Borage,Vegetables and Vegetable Products,102.0,3.55,0.0,0.0,0.143,25.0,0.197,0.0,0.0,0.0,0.01,3.64,57.0,0.385,0.94,0.045,55.0,491.0,2.09,0.165,0.0009,324.0,0.0,0.059,0.81,0.219,0.0,0.088,32.5,0.0,0.0,0.0,91.88,0.22,Side Dish,Generic,True,"Borage, cooked, boiled, drained, with salt",Generic
168510,Cooked Broccoli,Vegetables and Vegetable Products,40.0,7.18,0.0,40.1,0.061,35.0,0.079,0.0,3.3,0.004,0.108,0.67,21.0,0.194,0.553,0.616,67.0,293.0,2.38,0.123,0.0016,262.0,1.39,0.063,0.41,0.077,0.0,0.2,64.9,0.0,1.45,0.1411,89.25,0.45,Side Dish,Generic,True,"Broccoli, cooked, boiled, drained, with salt",Generic
168511,Frozen Chopped Broccoli,Vegetables and Vegetable Products,33.0,5.35,0.0,16.2,0.034,28.0,0.018,0.0,3.0,0.0,0.056,0.61,13.0,0.223,0.458,0.274,49.0,142.0,3.1,0.081,0.0007,260.0,1.47,0.055,0.12,0.051,0.0,0.13,40.1,0.0,1.32,0.0881,90.72,0.28,Side Dish,Generic,True,"Broccoli, frozen, chopped, cooked, boiled, drained, with salt",Generic
168512,Cooked Broccoli Spears,Vegetables and Vegetable Products,51.0,5.35,0.0,0.0,0.043,28.0,0.018,0.0,3.0,0.0,0.03,0.61,20.0,0.325,0.458,0.274,55.0,180.0,3.1,0.081,0.0019,260.0,1.44,0.055,0.11,0.056,0.0,0.13,40.1,0.0,1.32,0.0995,90.72,0.3,Side Dish,Generic,True,"Broccoli, frozen, spears, cooked, boiled, drained, with salt",Generic
168513,Salted boiled Brussels sprouts,Vegetables and Vegetable Products,36.0,7.1,0.0,40.6,0.083,36.0,0.102,0.0,2.6,0.0,0.06,1.2,20.0,0.227,0.607,0.252,56.0,317.0,2.55,0.08,0.0015,257.0,1.74,0.107,0.5,0.039,0.0,0.178,62.0,0.0,0.43,0.1403,88.9,0.33,Side Dish,Generic,True,"Brussels sprouts, cooked, boiled, drained, with salt",Generic
168514,Cooked Cabbage,Vegetables and Vegetable Products,48.0,5.51,0.0,20.3,0.017,23.0,0.0,0.0,1.9,0.001,0.03,0.17,15.0,0.205,0.248,0.174,33.0,196.0,1.27,0.038,0.0006,255.0,2.79,0.061,0.06,0.004,0.0,0.112,37.5,0.0,0.14,0.1087,92.57,0.2,Side Dish,Generic,True,"Cabbage, common, cooked, boiled, drained, with salt",Generic
168515,Cooked Red Cabbage,Vegetables and Vegetable Products,42.0,6.94,0.0,0.0,0.054,29.0,0.011,0.0,2.6,0.0,0.024,0.66,17.0,0.223,0.382,0.154,33.0,262.0,1.51,0.06,0.0023,244.0,3.32,0.071,0.09,0.002,0.0,0.225,10.8,0.0,0.12,0.0476,90.84,0.25,Side Dish,Generic,True,"Cabbage, red, cooked, boiled, drained, with salt",Generic
168516,Cooked Savoy Cabbage,Vegetables and Vegetable Products,30.0,5.41,0.0,0.0,0.052,24.0,0.012,0.0,2.8,0.0,0.046,0.38,24.0,0.152,0.024,0.159,33.0,184.0,1.8,0.02,0.0007,260.0,0.0,0.051,0.09,0.044,0.0,0.152,17.0,0.0,0.0,0.0,92.0,0.23,Side Dish,Generic,True,"Cabbage, savoy, cooked, boiled, drained, with salt",Generic
168517,Cooked Chinese Cabbage,Vegetables and Vegetable Products,93.0,1.78,0.0,12.1,0.019,12.0,0.021,0.0,1.0,0.0,0.041,1.04,11.0,0.144,0.428,0.079,29.0,371.0,1.56,0.063,0.0004,270.0,0.83,0.032,0.16,0.212,0.0,0.166,26.0,0.0,0.09,0.034,95.55,0.17,Side Dish,Generic,True,"Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt",Asian
168518,Canned Carrots,Vegetables and Vegetable Products,25.0,5.54,0.0,0.0,0.104,25.0,0.036,0.0,1.5,0.0,0.009,0.64,8.0,0.45,0.552,0.135,24.0,179.0,0.64,0.03,0.0004,42.0,2.48,0.018,0.19,0.558,0.0,0.112,2.7,0.0,0.74,0.0098,92.95,0.26,Side Dish,Generic,True,"Carrots, canned, no salt added, drained solids",Generic
168519,Boiled Carrots,Vegetables and Vegetable Products,35.0,7.73,0.0,8.6,0.082,37.0,0.132,0.0,3.3,0.0,0.011,0.53,11.0,0.167,0.416,0.174,31.0,192.0,0.58,0.037,0.0006,295.0,4.08,0.03,0.68,0.846,0.0,0.084,2.3,0.0,1.01,0.0136,90.32,0.35,Side Dish,Generic,True,"Carrots, frozen, cooked, boiled, drained, with salt",Generic
168520,Boiled Cauliflower,Vegetables and Vegetable Products,16.0,4.11,0.0,39.1,0.018,23.0,0.07,0.0,2.3,0.001,0.044,0.32,9.0,0.132,0.41,0.508,32.0,142.0,1.84,0.052,0.0006,242.0,1.86,0.042,0.45,0.001,0.0,0.173,44.3,0.0,0.07,0.0138,93.0,0.17,Side Dish,Generic,True,"Cauliflower, cooked, boiled, drained, with salt",Generic
168521,Frozen Cooked Cauliflower,Vegetables and Vegetable Products,17.0,3.16,0.0,33.5,0.024,17.0,0.034,0.0,2.7,0.0,0.041,0.41,9.0,0.15,0.31,0.098,24.0,139.0,1.61,0.053,0.0006,254.0,0.46,0.037,0.22,0.0,0.0,0.088,31.3,0.0,0.06,0.0119,94.0,0.13,Side Dish,Generic,True,"Cauliflower, frozen, cooked, boiled, drained, with salt",Generic
168522,Boiled Garland Chrysanthemum,Vegetables and Vegetable Products,69.0,4.31,0.0,12.8,0.133,20.0,0.0,0.0,2.3,0.0,0.05,3.74,18.0,0.355,0.72,0.042,43.0,569.0,1.64,0.16,0.0003,289.0,2.01,0.021,0.09,0.129,0.0,0.118,23.9,0.0,2.5,0.1427,92.49,0.2,Side Dish,Generic,True,"Chrysanthemum, garland, cooked, boiled, drained, with salt",Asian
168525,Sweet Corn,Vegetables and Vegetable Products,3.0,20.98,0.0,29.1,0.049,96.0,0.197,0.0,2.4,0.0,0.023,0.45,26.0,0.167,1.683,0.792,77.0,218.0,3.41,0.057,0.0002,253.0,4.54,0.093,1.5,0.013,0.0,0.139,5.5,0.0,0.09,0.0004,73.41,0.62,Side Dish,Generic,True,"Corn, sweet, yellow, cooked, boiled, drained, with salt",Generic
168526,Cooked Blackeye Cowpeas,Vegetables and Vegetable Products,128.0,19.73,0.0,32.9,0.133,94.0,0.096,0.0,5.0,0.0,0.127,1.12,52.0,0.572,1.403,0.154,51.0,418.0,3.17,0.148,0.0025,240.0,3.23,0.101,0.38,0.04,0.0,0.065,2.2,0.0,0.22,0.0,75.48,1.03,Side Dish,Generic,True,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt",Generic
